name,listeners,playcount,bio
Elis Regina,763777,17862320,"Elis Regina Carvalho Costa (March 17, 1945, Porto Alegre, Rio Grande do Sul, Brazil – January 19, 1982, São Paulo, Brazil), better known as Elis Regina, was a Brazilian singer and one of the biggest names of MPB. Known for her vocal competence, musicianship and stage presence, she was acclaimed both in Brazil and internationally.

In the '60s, Elis was a leader and a standard-bearer in defense of Brazilian popular music, heavily contributing to the formation of the MPB label, with commercial and ideological characteristics at the same time. <a href=""https://www.last.fm/music/Elis+Regina"">Read more on Last.fm</a>"
